,Unnamed: 0,Unnamed: 0.1,location,timestamp,tweet,tiny_tweet,tokens,stems
59514,59514,59514,"[,]",2020-05-10 20:30:56+00:00,Entonces no es tan grande 🤨 No he escuchado de ninguna aerolinea que haya quebrado por el corona...,Entonces grande escuchado ninguna aerolinea haya quebrado corona,"['entonces', 'grande', 'escuchado', 'ninguna', 'aerolinea', 'haya', 'quebrado', 'corona']","['entonc', 'grand', 'escuch', 'ningun', 'aeroline', 'hay', 'quebr', 'coron']"
59553,59553,59553,"[,]",2020-05-10 20:33:50+00:00,"se metieron con lo más sagrado de esta casa, lo único que nos mantiene cuerdos en esta cuarentena LAS CARTAS",metieron sagrado esta casa nico mantiene cuerdos esta cuarentena CARTAS,"['metieron', 'sagrado', 'esta', 'casa', 'nico', 'mantiene', 'cuerdos', 'esta', 'cuarentena', 'cartas']","['met', 'sagr', 'esta', 'cas', 'nic', 'mantien', 'cuerd', 'esta', 'cuarenten', 'cart']"
59563,59563,59563,"[,]",2020-05-10 20:34:14+00:00,"@Mary_Land69 @Silvillau Es lo quenchi que va dejando la cuarentena,jaja",quenchi dejando cuarentena jaja,"['quenchi', 'dejando', 'cuarentena', 'jaja']","['quenchi', 'dej', 'cuarenten', 'jaj']"
59727,59727,59727,"[,]",2020-05-10 20:43:09+00:00,@SilCou @HMagars Es mi respuesta favorita cuando me preguntan x que tomo más alcohol o benzodiazepinas en cuarentena jajajaja,respuesta favorita cuando preguntan tomo alcohol benzodiazepinas cuarentena jajajaja,"['respuesta', 'favorita', 'cuando', 'preguntan', 'tomo', 'alcohol', 'benzodiazepinas', 'cuarentena', 'jajajaja']","['respuest', 'favorit', 'cuand', 'pregunt', 'tom', 'alcohol', 'benzodiazepin', 'cuarenten', 'jajajaj']"
59756,59756,59756,"[,]",2020-05-10 20:44:25+00:00,Soy yo o últimamente  no estan respetando ni un poco la cuarentena ?,ltimamente estan respetando poco cuarentena,"['ltimamente', 'estan', 'respetando', 'poco', 'cuarentena']","['ltim', 'estan', 'respet', 'poc', 'cuarenten']"
59834,59834,59834,"[,]",2020-05-10 20:48:16+00:00,Todos hacen asado en cuarentena menos vos.,Todos hacen asado cuarentena menos,"['todos', 'hacen', 'asado', 'cuarentena', 'menos']","['tod', 'hac', 'asad', 'cuarenten', 'men']"
59894,59894,59894,"[,]",2020-05-10 20:52:33+00:00,"Domingo con sol, que mas se puede pedir en cuarentena?",Domingo puede pedir cuarentena,"['domingo', 'puede', 'pedir', 'cuarentena']","['doming', 'pued', 'ped', 'cuarenten']"
59899,59899,59899,"[,]",2020-05-10 20:52:43+00:00,"@juanoflyer Muchas gracias, vamos a subir el nivel de esta cuarentena entonces!",Muchas gracias vamos subir nivel esta cuarentena entonces,"['muchas', 'gracias', 'vamos', 'subir', 'nivel', 'esta', 'cuarentena', 'entonces']","['much', 'graci', 'vam', 'sub', 'nivel', 'esta', 'cuarenten', 'entonc']"
59914,59914,59914,"[,]",2020-05-10 20:53:27+00:00,"@LoperfidoDario @infobae Excelente opinión sobre nuestra lamentable realidad! ""La estupidez y el fascismo son peores que el virus!"" 😔",Excelente opini sobre nuestra lamentable realidad estupidez fascismo peores virus,"['excelente', 'opini', 'sobre', 'nuestra', 'lamentable', 'realidad', 'estupidez', 'fascismo', 'peores', 'virus']","['excelent', 'opini', 'sobr', 'nuestr', 'lament', 'realid', 'estupidez', 'fascism', 'peor', 'virus']"
59920,59920,59920,"[,]",2020-05-10 20:53:42+00:00,@DDGALLIANO @CoquitaESTA Hay que cuidarse. La cuarentena fue para evitar contagio masivo. Están haciendo todo mal!!!!,cuidarse cuarentena para evitar contagio masivo haciendo todo,"['cuidarse', 'cuarentena', 'para', 'evitar', 'contagio', 'masivo', 'haciendo', 'todo']","['cuid', 'cuarenten', 'par', 'evit', 'contagi', 'masiv', 'hac', 'tod']"
59943,59943,59943,"[,]",2020-05-10 20:54:24+00:00,Los domingos en cuarentena estoy del orto,domingos cuarentena estoy orto,"['domingos', 'cuarentena', 'estoy', 'orto']","['doming', 'cuarenten', 'estoy', 'orto']"
59963,59963,59963,"[,]",2020-05-10 20:55:19+00:00,@eldestapeweb Otra cuarentena?,Otra cuarentena,"['otra', 'cuarentena']","['otra', 'cuarenten']"
59983,59983,59983,"[,]",2020-05-10 20:56:49+00:00,No sé si esperar a que pase la cuarentena o irme en estos días a vivir con mi hermano...,esperar pase cuarentena irme estos vivir hermano,"['esperar', 'pase', 'cuarentena', 'irme', 'estos', 'vivir', 'hermano']","['esper', 'pas', 'cuarenten', 'irme', 'estos', 'viv', 'herman']"
59994,59994,59994,"[,]",2020-05-10 20:57:26+00:00,"Diosss no se qué hacer, si esperar a que pase la cuarentena o irme en estos días a vivir con mi hermano...",Diosss hacer esperar pase cuarentena irme estos vivir hermano,"['diosss', 'hacer', 'esperar', 'pase', 'cuarentena', 'irme', 'estos', 'vivir', 'hermano']","['diosss', 'hac', 'esper', 'pas', 'cuarenten', 'irme', 'estos', 'viv', 'herman']"
60004,60004,60004,"[,]",2020-05-10 20:57:46+00:00,Murió la cuarentena,Muri cuarentena,"['muri', 'cuarentena']","['muri', 'cuarenten']"
60023,60023,60023,"[,]",2020-05-10 20:59:00+00:00,@DanielSabsay1 tiene plenos poderes lamentable pero cierto sino jo estariamos en cuarentena,tiene plenos poderes lamentable pero cierto sino estariamos cuarentena,"['tiene', 'plenos', 'poderes', 'lamentable', 'pero', 'cierto', 'sino', 'estariamos', 'cuarentena']","['tien', 'plen', 'poder', 'lament', 'per', 'ciert', 'sin', 'estari', 'cuarenten']"
60096,60096,60096,"[,]",2020-05-10 21:02:50+00:00,Me encantan desde Tigre en cuarentena con uds,encantan desde Tigre cuarentena,"['encantan', 'desde', 'tigre', 'cuarentena']","['encant', 'desd', 'tigr', 'cuarenten']"
60192,60192,60192,"[,]",2020-05-10 21:07:45+00:00,Esta cuarentena?  Experta en llenar carritos que termino no comprando...,Esta cuarentena Experta llenar carritos termino comprando,"['esta', 'cuarentena', 'experta', 'llenar', 'carritos', 'termino', 'comprando']","['esta', 'cuarenten', 'expert', 'llen', 'carrit', 'termin', 'compr']"
60204,60204,60204,"[,]",2020-05-10 21:08:29+00:00,miren q seguimos en cuarentena todavía hijos de mil puta,miren seguimos cuarentena todav hijos puta,"['miren', 'seguimos', 'cuarentena', 'todav', 'hijos', 'puta']","['mir', 'segu', 'cuarenten', 'todav', 'hij', 'put']"
60223,60223,60223,"[,]",2020-05-10 21:09:58+00:00,Cuarentena día 50:,Cuarentena,['cuarentena'],['cuarenten']
60268,60268,60268,"[,]",2020-05-10 21:11:57+00:00,Lizzy somos todos en la cuarentena,Lizzy somos todos cuarentena,"['lizzy', 'somos', 'todos', 'cuarentena']","['lizzy', 'som', 'tod', 'cuarenten']"
60382,60382,60382,"[,]",2020-05-10 21:17:42+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa, Feliz día de Madre .",Estas haciendo cuarentena diosa Feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']"
60412,60412,60412,"[,]",2020-05-10 21:18:49+00:00,"Estuvo más de paro, la hinchada de peniarol, q lo q vamos encerrado por la cuarentena.!! Datos, NO opiniones.",Estuvo paro hinchada peniarol vamos encerrado cuarentena Datos opiniones,"['estuvo', 'paro', 'hinchada', 'peniarol', 'vamos', 'encerrado', 'cuarentena', 'datos', 'opiniones']","['estuv', 'par', 'hinch', 'peniarol', 'vam', 'encerr', 'cuarenten', 'dat', 'opinion']"
60423,60423,60423,"[,]",2020-05-10 21:19:12+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa ,feliz día de la Madre .",Estas haciendo cuarentena diosa feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']"
60465,60465,60465,"[,]",2020-05-10 21:20:51+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa ,Feliz día de La Madre.",Estas haciendo cuarentena diosa Feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']"
60578,60578,60578,"[,]",2020-05-10 21:26:21+00:00,hoy estaba para ir a tomar mates al bosque pero bueno cuarentena,estaba para tomar mates bosque pero bueno cuarentena,"['estaba', 'para', 'tomar', 'mates', 'bosque', 'pero', 'bueno', 'cuarentena']","['estab', 'par', 'tom', 'mat', 'bosqu', 'per', 'buen', 'cuarenten']"
60584,60584,60584,"[,]",2020-05-10 21:26:44+00:00,"hoy estaba para ir a tomar mates al bosque pero,cuarentena",estaba para tomar mates bosque pero cuarentena,"['estaba', 'para', 'tomar', 'mates', 'bosque', 'pero', 'cuarentena']","['estab', 'par', 'tom', 'mat', 'bosqu', 'per', 'cuarenten']"
60614,60614,60614,"[,]",2020-05-10 21:28:02+00:00,@cronica El q' pueda q' vaya en bicicleta. Yo lo hago. En el transporte público viaja todo tipo de virus.,pueda vaya bicicleta hago transporte blico viaja todo tipo virus,"['pueda', 'vaya', 'bicicleta', 'hago', 'transporte', 'blico', 'viaja', 'todo', 'tipo', 'virus']","['pued', 'vay', 'biciclet', 'hag', 'transport', 'blic', 'viaj', 'tod', 'tip', 'virus']"
60622,60622,60622,"[,]",2020-05-10 21:28:30+00:00,"@0800CJ @troglioneta Para nada, va a tener más laburo que todos nosotros juntos después de la cuarentena, por eso sigue bailando así",Para nada tener laburo todos nosotros juntos despu cuarentena sigue bailando,"['para', 'nada', 'tener', 'laburo', 'todos', 'nosotros', 'juntos', 'despu', 'cuarentena', 'sigue', 'bailando']","['par', 'nad', 'ten', 'labur', 'tod', 'nosotr', 'junt', 'despu', 'cuarenten', 'sig', 'bail']"
60672,60672,60672,"[,]",2020-05-10 21:30:24+00:00,Jajaja soy yo durante la cuarentena,Jajaja durante cuarentena,"['jajaja', 'durante', 'cuarentena']","['jajaj', 'durant', 'cuarenten']"
60754,60754,60754,"[,]",2020-05-10 21:35:11+00:00,"por qué se llama cuarentena si son 14 días nomas?  Listo, están contentos ahora?",llama cuarentena nomas Listo contentos ahora,"['llama', 'cuarentena', 'nomas', 'listo', 'contentos', 'ahora']","['llam', 'cuarenten', 'nom', 'list', 'content', 'ahor']"
60768,60768,60768,"[,]",2020-05-10 21:35:54+00:00,"¿Y cómo te trata esa cuarentena? es el nuevo ""¿Y ya te fuiste de Venezuela?"".",trata cuarentena nuevo fuiste Venezuela,"['trata', 'cuarentena', 'nuevo', 'fuiste', 'venezuela']","['trat', 'cuarenten', 'nuev', 'fuist', 'venezuel']"
60784,60784,60784,"[,]",2020-05-10 21:36:28+00:00,"Si la cuarentena llega a Navidad, Papa Noel va a tener que usar barbijojojo",cuarentena llega Navidad Papa Noel tener usar barbijojojo,"['cuarentena', 'llega', 'navidad', 'papa', 'noel', 'tener', 'usar', 'barbijojojo']","['cuarenten', 'lleg', 'navid', 'pap', 'noel', 'ten', 'usar', 'barbijojoj']"
60837,60837,60837,"[,]",2020-05-10 21:39:55+00:00,Lo mejor de la cuarentena sin dudas 🤣,mejor cuarentena dudas,"['mejor', 'cuarentena', 'dudas']","['mejor', 'cuarenten', 'dud']"
60860,60860,60860,"[,]",2020-05-10 21:40:44+00:00,"Hoy me pegó mal la cuarentena, muy domingo 😖",cuarentena domingo,"['cuarentena', 'domingo']","['cuarenten', 'doming']"
60889,60889,60889,"[,]",2020-05-10 21:41:45+00:00,@NachoLuongo @laraa_anahi Muy de cuarentena esa actividad.,cuarentena actividad,"['cuarentena', 'actividad']","['cuarenten', 'activ']"
60890,60890,60890,"[,]",2020-05-10 21:41:47+00:00,"Aaaaaa no puedo creer que no tengo hambre, cuarentena algo mas me queres sacarrrRRRRR???? DALE MAN lo unico q puedo hacer es comer 😭😭",Aaaaaa puedo creer tengo hambre cuarentena algo queres sacarrrRRRRR DALE unico puedo hacer comer,"['aaaaaa', 'puedo', 'creer', 'tengo', 'hambre', 'cuarentena', 'algo', 'queres', 'sacarrrrrrrr', 'dale', 'unico', 'puedo', 'hacer', 'comer']","['aaaaaa', 'pued', 'cre', 'teng', 'hambr', 'cuarenten', 'algo', 'quer', 'sacarrrrrrrr', 'dal', 'unic', 'pued', 'hac', 'com']"
60917,60917,60917,"[,]",2020-05-10 21:43:07+00:00,"¿Y cómo te trata la cuarentena? es el nuevo ""¿Y pa dónde emigraste?"".",trata cuarentena nuevo emigraste,"['trata', 'cuarentena', 'nuevo', 'emigraste']","['trat', 'cuarenten', 'nuev', 'emigr']"
60931,60931,60931,"[,]",2020-05-10 21:43:50+00:00,@katewalsh cocinando en pijama es todo lo que está bien en esta cuarentena.,cocinando pijama todo bien esta cuarentena,"['cocinando', 'pijama', 'todo', 'bien', 'esta', 'cuarentena']","['cocin', 'pijam', 'tod', 'bien', 'esta', 'cuarenten']"
61040,61040,61040,"[,]",2020-05-10 21:48:08+00:00,"Como extraño a Valentino, que ganas de romper la cuarentena e ir a verlo",Como extra Valentino ganas romper cuarentena verlo,"['como', 'extra', 'valentino', 'ganas', 'romper', 'cuarentena', 'verlo']","['com', 'extra', 'valentin', 'gan', 'romp', 'cuarenten', 'verl']"
61057,61057,61057,"[,]",2020-05-10 21:48:48+00:00,"Me encantaría estar haciendo cuarentena en una casa que sea mía y con una pareja que me haga compañía.  Ahí diooooo,soy yo? Jajaja",encantar estar haciendo cuarentena casa pareja haga compa diooooo Jajaja,"['encantar', 'estar', 'haciendo', 'cuarentena', 'casa', 'pareja', 'haga', 'compa', 'diooooo', 'jajaja']","['encant', 'estar', 'hac', 'cuarenten', 'cas', 'parej', 'hag', 'comp', 'dioooo', 'jajaj']"
61229,61229,61229,"[,]",2020-05-10 21:55:09+00:00,@julipepe900 Debe ser por la cuarentena jajajaaj,Debe cuarentena jajajaaj,"['debe', 'cuarentena', 'jajajaaj']","['deb', 'cuarenten', 'jajajaaj']"
61279,61279,61279,"[,]",2020-05-10 21:57:09+00:00,@zanoni Todo es una fantochada la cuarentena es para los giles,Todo fantochada cuarentena para giles,"['todo', 'fantochada', 'cuarentena', 'para', 'giles']","['tod', 'fantoch', 'cuarenten', 'par', 'gil']"
61366,61366,61366,"[,]",2020-05-10 22:01:38+00:00,Si estarán deseosas con la cuarentena que vuelven a escribir después de 3 años,estar deseosas cuarentena vuelven escribir despu,"['estar', 'deseosas', 'cuarentena', 'vuelven', 'escribir', 'despu']","['estar', 'dese', 'cuarenten', 'vuelv', 'escrib', 'despu']"
61377,61377,61377,"[,]",2020-05-10 22:02:09+00:00,@niqplotquin @theowner64 De las ojeras. La cuarentena intensifica las ojeras,ojeras cuarentena intensifica ojeras,"['ojeras', 'cuarentena', 'intensifica', 'ojeras']","['ojer', 'cuarenten', 'intensif', 'ojer']"
61383,61383,61383,"[,]",2020-05-10 22:02:23+00:00,Toda mi cuarentena se basó en mirar Alerta Aeropuerto,Toda cuarentena mirar Alerta Aeropuerto,"['toda', 'cuarentena', 'mirar', 'alerta', 'aeropuerto']","['tod', 'cuarenten', 'mir', 'alert', 'aeropuert']"
61406,61406,61406,"[,]",2020-05-10 22:03:29+00:00,Lo bueno es que esta cuarentena expone a la gente de mierda y desagradecida.,bueno esta cuarentena expone gente mierda desagradecida,"['bueno', 'esta', 'cuarentena', 'expone', 'gente', 'mierda', 'desagradecida']","['buen', 'esta', 'cuarenten', 'expon', 'gent', 'mierd', 'desagradec']"
61435,61435,61435,"[,]",2020-05-10 22:04:54+00:00,"Vestido, botas.. y la loca va a tomar mate en la casa 🤣🤣 que mal me tenes cuarentena 🤦🏼‍♀️",Vestido botas loca tomar mate casa tenes cuarentena,"['vestido', 'botas', 'loca', 'tomar', 'mate', 'casa', 'tenes', 'cuarentena']","['vest', 'bot', 'loc', 'tom', 'mat', 'cas', 'ten', 'cuarenten']"
61481,61481,61481,"[,]",2020-05-10 22:07:00+00:00,Cuarentena dia 53: DALE GALECTRO,Cuarentena DALE GALECTRO,"['cuarentena', 'dale', 'galectro']","['cuarenten', 'dal', 'galectr']"
61486,61486,61486,"[,]",2020-05-10 22:07:08+00:00,Cuarentena. No lo entenderias,Cuarentena entenderias,"['cuarentena', 'entenderias']","['cuarenten', 'entenderi']"
61557,61557,61557,"[,]",2020-05-10 22:10:23+00:00,"Y pake tiras como juegan a la play en cuarentena si vos jugas wachin, rescatate y ponete pillo",pake tiras como juegan play cuarentena jugas wachin rescatate ponete pillo,"['pake', 'tiras', 'como', 'juegan', 'play', 'cuarentena', 'jugas', 'wachin', 'rescatate', 'ponete', 'pillo']","['pak', 'tir', 'com', 'jueg', 'play', 'cuarenten', 'jug', 'wachin', 'rescatat', 'ponet', 'pill']"
61604,61604,61604,"[,]",2020-05-10 22:11:57+00:00,"salí de mi casa y ya estoy deseando volver para acostarme a dormir, la cuarentena me sumó 40 años",casa estoy deseando volver para acostarme dormir cuarentena,"['casa', 'estoy', 'deseando', 'volver', 'para', 'acostarme', 'dormir', 'cuarentena']","['cas', 'estoy', 'des', 'volv', 'par', 'acost', 'dorm', 'cuarenten']"
61761,61761,61761,"[,]",2020-05-10 22:18:01+00:00,"sos un inculto y egoísta al querer que se termine la cuarentena solo para salir de joda, no tenés futuro...",inculto querer termine cuarentena solo para salir joda futuro,"['inculto', 'querer', 'termine', 'cuarentena', 'solo', 'para', 'salir', 'joda', 'futuro']","['incult', 'quer', 'termin', 'cuarenten', 'sol', 'par', 'sal', 'jod', 'futur']"
61804,61804,61804,"[,]",2020-05-10 22:19:41+00:00,Ya no sé cuándo fue la última vez que me morí de risa. Necesito hablar con gente. CUARENTENA DE MIERDA,ltima risa Necesito hablar gente CUARENTENA MIERDA,"['ltima', 'risa', 'necesito', 'hablar', 'gente', 'cuarentena', 'mierda']","['ltim', 'ris', 'necesit', 'habl', 'gent', 'cuarenten', 'mierd']"
61840,61840,61840,"[,]",2020-05-10 22:21:02+00:00,Reflexiones  de cuarentena.,Reflexiones cuarentena,"['reflexiones', 'cuarentena']","['reflexion', 'cuarenten']"
61901,61901,61901,"[,]",2020-05-10 22:23:16+00:00,En el cerro ya no corre más la cuarentena,cerro corre cuarentena,"['cerro', 'corre', 'cuarentena']","['cerr', 'corr', 'cuarenten']"
61960,61960,61960,"[,]",2020-05-10 22:25:38+00:00,@Lalarrabalera Jajaja post cuarentena,Jajaja post cuarentena,"['jajaja', 'post', 'cuarentena']","['jajaj', 'post', 'cuarenten']"
61963,61963,61963,"[,]",2020-05-10 22:25:41+00:00,@gustavoeloy635 Mar del plata está en otra fase de cuarentena por eso flexibilizó desde antes.,plata otra fase cuarentena flexibiliz desde antes,"['plata', 'otra', 'fase', 'cuarentena', 'flexibiliz', 'desde', 'antes']","['plat', 'otra', 'fas', 'cuarenten', 'flexibiliz', 'desd', 'antes']"
62059,62059,62059,"[,]",2020-05-10 22:28:42+00:00,Una verdadera vergüenza directo a tomar cuarentena e inmediatamente imputado por tráfico de influencia.!!,verdadera verg enza directo tomar cuarentena inmediatamente imputado fico influencia,"['verdadera', 'verg', 'enza', 'directo', 'tomar', 'cuarentena', 'inmediatamente', 'imputado', 'fico', 'influencia']","['verdader', 'verg', 'enza', 'direct', 'tom', 'cuarenten', 'inmediat', 'imput', 'fic', 'influenci']"
62103,62103,62103,"[,]",2020-05-10 22:30:07+00:00,"@LaAudreyBolton @teodorianposta @muttonchopsguy Ni bien llegue, después al sol, los rayos ultravioletas matan al virus",bien llegue despu rayos ultravioletas matan virus,"['bien', 'llegue', 'despu', 'rayos', 'ultravioletas', 'matan', 'virus']","['bien', 'lleg', 'despu', 'ray', 'ultraviolet', 'mat', 'virus']"
62162,62162,62162,"[,]",2020-05-10 22:31:43+00:00,@danyel_larosa Uff comose ve eso Dany 🙏 así dame cuarentena para rato 👏,comose Dany dame cuarentena para rato,"['comose', 'dany', 'dame', 'cuarentena', 'para', 'rato']","['comos', 'dany', 'dam', 'cuarenten', 'par', 'rat']"
62172,62172,62172,"[,]",2020-05-10 22:32:00+00:00,Cuantas veces vieron rapido y furioso en esta cuarentena?,Cuantas veces vieron rapido furioso esta cuarentena,"['cuantas', 'veces', 'vieron', 'rapido', 'furioso', 'esta', 'cuarentena']","['cuant', 'vec', 'vieron', 'rap', 'furios', 'esta', 'cuarenten']"
62266,62266,62266,"[,]",2020-05-10 22:35:53+00:00,Cómo mierda vamos a salir de la cuarentena en Capital si no paran de aumentar los casos? HARTO🤦🏽‍♂️🥺,mierda vamos salir cuarentena Capital paran aumentar casos HARTO,"['mierda', 'vamos', 'salir', 'cuarentena', 'capital', 'paran', 'aumentar', 'casos', 'harto']","['mierd', 'vam', 'sal', 'cuarenten', 'capital', 'par', 'aument', 'cas', 'hart']"
